,AdaptorLong reward (mean),AdaptorLong reward (std),AdaptorLong prediction (mean),AdaptorLong prediction (std),Cautious QLearner reward (mean),Cautious QLearner reward (std),Cautious QLearner prediction (mean),Cautious QLearner prediction (std),Cooperator reward (mean),Cooperator reward (std),Cooperator prediction (mean),Cooperator prediction (std),Defector reward (mean),Defector reward (std),Defector prediction (mean),Defector prediction (std),Evolved ANN 5 Noise 05 reward (mean),Evolved ANN 5 Noise 05 reward (std),Evolved ANN 5 Noise 05 prediction (mean),Evolved ANN 5 Noise 05 prediction (std),Evolved ANN reward (mean),Evolved ANN reward (std),Evolved ANN prediction (mean),Evolved ANN prediction (std),Random reward (mean),Random reward (std),Random prediction (mean),Random prediction (std),Tit For Tat reward (mean),Tit For Tat reward (std),Tit For Tat prediction (mean),Tit For Tat prediction (std),Worse and Worse reward (mean),Worse and Worse reward (std),Worse and Worse prediction (mean),Worse and Worse prediction (std)
0,3.9539,1.058760969,1.62908,1.603424571,3.7997,1.248991557,1.66096,1.61336291,4.0076,0.99997112,1.65748,1.613329492,0.5037,0.49998631,1.67888,1.623700079,4.0012,0.99999928,1.66594,1.614831235,4.013,0.999915496,1.6523,1.611083086,2.2328,1.918385821,1.68318,1.627301167,4.0054,0.99998542,1.67984,1.624027578,3.9952,1.002684876,1.66654,1.611799128
1,1.5532,1.530349555,-0.0514,0.220812228,2.9134,0.719930858,-0.0541,0.22621492,3.047,0.302970296,-0.0476,0.212918388,0.0278,0.164399392,-0.0518,0.221623013,1.5345,1.528335614,-0.0512,0.220405445,1.5143,1.530292622,-0.0467,0.210995521,1.5142,1.529051458,-0.0493,0.216493672,1.5264,1.52600886,-0.0489,0.215658967,3.0496,0.348625644,-0.0525,0.223033069
2,1.5364,1.531298482,-0.0512,0.220405445,2.8895,0.738978856,-0.0501,0.218151301,3.0472,0.303598682,-0.048,0.213766227,0.0226,0.148624493,-0.0496,0.217117111,2.9755,0.565419977,-0.0515,0.221015271,2.9831,0.547553093,-0.0521,0.222228689,1.5329,1.531051139,-0.0498,0.217531515,2.9773,0.556583067,-0.0499,0.217738352,3.0417,0.359111556,-0.0502,0.218357413
3,1.489,1.533257643,-0.051,0.219997727,2.898,0.726220352,-0.0492,0.216285367,3.055,0.327070329,-0.0543,0.226608716,0.0263,0.160025967,-0.0543,0.226608716,3.0524,0.328716048,-0.0524,0.222832314,3.0153,0.44884954,-0.0511,0.220201703,1.5311,1.536370004,-0.0478,0.213342823,2.9744,0.560129128,-0.0492,0.216285367,3.0389,0.359981652,-0.0501,0.218151301
4,1.4336,1.528656613,-0.0491,0.216076815,2.911,0.70716264,-0.0486,0.215030323,3.0496,0.311030288,-0.0491,0.216076815,0.0247,0.155209246,-0.0504,0.218768919,3.054,0.324166624,-0.0549,0.227784964,2.9422,0.62646561,-0.0488,0.215449669,1.5301,1.539510958,-0.053,0.22403348,2.9792,0.568126183,-0.0507,0.219384389,3.0378,0.39009122,-0.0549,0.227784964
5,1.3859,1.517030385,-0.047,0.211638843,2.8975,0.720134536,-0.0477,0.213130735,3.0492,0.309805358,-0.0508,0.219589071,0.0248,0.155515144,-0.0484,0.214609972,3.0093,0.458054047,-0.0482,0.214188608,2.9515,0.628448685,-0.0509,0.219793517,1.5297,1.536202431,-0.0527,0.223433905,2.9613,0.566570658,-0.0472,0.212066405,3.0256,0.385933466,-0.0491,0.216076815
6,1.3445,1.518295014,0.90624,1.233282231,2.8955,0.729369419,0.70616,1.166482771,3.0484,0.307339291,0.94568,1.240919553,0.0244,0.154287524,-0.0508,0.219589071,3.0511,0.322627944,0.95164,1.245133451,2.9862,0.547183297,0.94822,1.244856149,1.5418,1.533379522,-0.03816,0.279856775,2.9957,0.550346718,0.95004,1.246996391,3.0343,0.380425433,0.9305,1.239770039
7,1.3031,1.507657252,1.3652208,1.82564839,2.8967,0.737176444,1.7377424,1.627444016,3.0482,0.306719351,2.4201608,1.399575529,0.0242,0.153669646,-0.0468,0.211210227,3.0467,0.304498128,1.4222272,1.84486645,2.9535,0.594926676,1.4305344,1.842624439,1.5402,1.529373715,-0.0134792,0.382111122,2.9561,0.592260745,1.4395248,1.843765175,3.0195,0.420380482,2.3472432,1.45293851
8,1.2688,1.50171454,1.590184224,2.124799268,2.8931,0.72434273,2.262360416,1.991442707,3.0542,0.324749688,3.163188768,1.677000339,0.0265,0.16061678,-0.04864,0.215782646,3.0132,0.453459767,2.613900384,1.689524419,2.9487,0.638332445,2.606745856,1.694692026,1.5486,1.528475724,0.011530368,0.477084652,2.9753,0.536367327,2.623357344,1.682192644,3.0131,0.436266421,3.065059872,1.735754119
9,1.2293,1.502105692,1.656267757,2.275874432,2.9021,0.724924541,2.507898095,2.194968671,3.0538,0.323582385,3.526476672,1.856017129,0.0251,0.156428866,-0.04836,0.217194177,3.0204,0.450093146,3.22273664,1.816183433,2.9773,0.551891937,3.198457866,1.839338414,1.5361,1.531305583,0.034136836,0.53138875,2.9857,0.543594987,3.206821498,1.841699432,3.0259,0.445229368,3.40474518,1.929540497
10,1.1851,1.483656965,1.692561912,2.345703374,2.9043,0.744809714,2.665338585,2.27898442,3.0694,0.366037758,3.75791797,1.907468277,0.0328,0.178112773,-0.0384688,0.225559878,3.0147,0.467208636,3.555028523,1.906222397,2.9538,0.62917848,3.444313355,2.015298837,1.5429,1.542387626,0.05988097,0.585223123,2.9887,0.603135399,3.543038016,1.932362154,3.0294,0.478681146,3.60579598,2.004627859
11,1.1641,1.484173571,1.654607749,2.376179711,2.9014,0.752248656,2.752922358,2.307988814,3.0764,0.383357588,3.929820618,1.861666998,0.0349,0.183526538,-0.0386688,0.232170022,3.0016,0.592112692,3.73217316,1.964014165,2.9478,0.628550046,3.601012217,2.074681988,1.54,1.527743434,0.09250804,0.643509552,2.9504,0.632091639,3.692376234,1.995457342,3.0347,0.48072436,3.712475532,2.018537642
12,1.1282,1.466753135,1.634348219,2.378258655,2.9273,0.76812415,2.797223845,2.322856511,3.0896,0.413729187,3.985917751,1.884584604,0.0483,0.214399417,-0.035279616,0.254681014,3.0329,0.486639076,3.864637666,1.950624682,2.9417,0.636632633,3.697735822,2.081662271,1.5445,1.538512187,0.124770491,0.706867311,3.0222,0.654298984,3.890137155,1.91426417,3.0532,0.558900492,3.755414104,2.0466036
13,1.095,1.457523585,1.590025607,2.367724388,2.9344,0.750797336,2.837189307,2.314078949,3.0928,0.420699608,3.998083178,1.902240064,0.0449,0.2070845,-0.031728768,0.250548966,3.0613,0.506894772,3.976764774,1.880820593,2.9859,0.650616008,3.793538616,2.063936479,1.5632,1.532385643,0.138302627,0.742241049,2.9154,0.750894693,3.884692268,1.981298346,3.0462,0.530156166,3.742344411,2.067907454
14,1.0627,1.444219066,1.557121505,2.356848935,2.9085,0.759952466,2.862557501,2.302019066,3.0816,0.395653181,4.027339238,1.877840892,0.0496,0.217117111,-0.027030949,0.256682863,2.9971,0.54137934,3.944238387,1.939601497,3.002,0.683956139,3.831582007,2.064457765,1.5394,1.540664675,0.169543671,0.794047312,2.9872,0.684277838,3.924637728,1.9683126,3.0225,0.509110744,3.731678908,2.072771405
15,1.0282,1.434574766,1.510388563,2.333799908,2.9095,0.747067433,2.916180755,2.289231771,3.069,0.365019178,4.036789171,1.88895338,0.055,0.227980262,-0.02158086,0.264104792,3.0179,0.56919205,4.011834501,1.897746405,2.999,0.669177854,3.816750563,2.08210227,1.5292,1.530734255,0.202188924,0.817535985,2.9509,0.74477459,3.914153759,1.989065988,3.0242,0.526891222,3.746546608,2.073555223
16,0.9935,1.420583595,1.455297127,2.312493285,2.9124,0.734796734,2.952141104,2.270616226,3.0626,0.348254562,4.048409533,1.885003805,0.0489,0.215658967,-0.026970377,0.253802203,3.0204,0.57583317,3.955367878,1.96636087,2.9599,0.638507627,3.773667861,2.120399787,1.5197,1.533887841,0.234244129,0.864124285,2.9514,0.725146909,3.906624482,1.982219335,3.0203,0.508613714,3.708018316,2.100261459
17,0.9701,1.41081749,1.400954604,2.288795239,2.9266,0.743648062,2.994872615,2.272731316,3.0802,0.392387513,4.110746263,1.862554,0.0542,0.226411925,-0.013607816,0.268877494,3.0032,0.569200984,3.929871303,2.012031601,2.9622,0.610386075,3.779950792,2.133487834,1.547,1.543240422,0.267921199,0.898361177,2.9401,0.681551165,3.927737522,1.967537701,3.022,0.556700997,3.743736002,2.100832896
18,0.9387,1.39116581,1.384612108,2.26721004,2.9423,0.763525186,3.053944423,2.269475308,3.095,0.425411565,4.150578675,1.851383559,0.0647,0.245995752,-0.004371439,0.287363592,3.0216,0.601442799,3.977328799,1.988486062,2.9636,0.619576501,3.806944654,2.129752447,1.5595,1.537679989,0.271592296,0.897913682,2.9929,0.662004222,3.968130972,1.944984075,3.0326,0.577699957,3.777590355,2.102900608
19,0.9159,1.382471407,1.321512268,2.239845913,2.9292,0.767324807,3.087202308,2.257411068,3.0972,0.430060647,4.174108717,1.848983956,0.0657,0.247756958,-0.002062357,0.289692559,3.0015,0.655970845,4.007447514,1.975391653,2.9876,0.652262401,3.877760281,2.1047643,1.5173,1.537303064,0.298342585,0.919066713,2.9445,0.713596349,3.974562239,1.950466185,3.0309,0.591561654,3.797456382,2.089508779
20,0.8899,1.36637403,1.268586119,2.209396217,2.9204,0.777729927,3.096164776,2.242324049,3.1,0.435889894,4.182160714,1.841858493,0.0756,0.264357031,0.001261601,0.304011873,2.1054,1.454472702,4.010211703,1.938464603,3.0034,0.668871019,3.936847199,2.065123098,1.5621,1.542576932,0.333253702,0.964020622,2.9816,0.707008798,4.008464225,1.940573146,3.0143,0.588468784,3.765935936,2.102614278
21,0.8587,1.354966535,1.226808275,2.177012975,2.9402,0.739745875,3.087802113,2.233350411,3.0744,0.378503157,4.168855063,1.816985949,0.0709,0.256657729,-0.008077737,0.299322697,3.0451,0.506227212,2.628436199,2.45740644,3.0218,0.608378796,3.967941593,2.026993268,1.5685,1.544249899,0.344266986,0.9827832,2.9539,0.765620526,3.99113048,1.958528465,3.0133,0.571071896,3.723825904,2.114544978
22,0.8247,1.336027661,1.179073071,2.152341157,2.9286,0.786067453,3.114753232,2.230186673,3.0706,0.369074031,4.180097876,1.825158698,0.0715,0.257658204,0.001364641,0.29998172,2.9999,0.549818143,2.661866879,2.462864038,2.9945,0.561488869,3.953694314,2.014970439,1.5664,1.539022755,0.360852881,0.985139986,2.9426,0.760858226,3.997786037,1.954281816,3.0083,0.593659086,3.705126899,2.13766136
23,0.8079,1.324159201,1.140375171,2.121704051,2.9465,0.752753446,3.133125385,2.227236102,3.0876,0.409299695,4.207600039,1.840378011,0.078,0.268171587,0.012320008,0.313005936,2.1504,1.485523423,2.758389417,2.46778375,2.9992,0.578099784,3.946622893,2.029450473,1.5654,1.541013576,0.394317733,1.034166053,2.9488,0.73319749,4.008254826,1.942915168,3.005,0.635747591,3.696784218,2.164242435
24,0.7889,1.310319347,1.100888195,2.090817226,2.9417,0.784921085,3.159286592,2.228171615,3.0998,0.435476704,4.234352801,1.84175716,0.0808,0.272527723,0.018074386,0.324490662,3.0196,0.597508025,2.773906331,2.477397269,3.0027,0.580941228,3.973898914,2.02281532,1.5332,1.535805248,0.40653907,1.036003247,2.971,0.728532086,4.007254155,1.952157813,3.014,0.645758469,3.676412337,2.185012773
25,0.7645,1.291448702,1.072502616,2.067914201,2.9563,0.765108038,3.149742262,2.229185608,3.1144,0.464448749,4.242897763,1.851279377,0.0897,0.285751483,0.027680897,0.329500312,3.0348,0.616432446,2.810649201,2.489442591,3.0257,0.622124995,4.03215702,2.01770548,1.5235,1.542675517,0.446283118,1.063424119,2.9439,0.755614181,4.006806554,1.94682931,3.0273,0.66839712,3.669713601,2.185081387
26,0.744,1.270851683,1.045845936,2.046487649,2.9445,0.78001266,3.194125137,2.192267091,3.098,0.43173603,4.234411555,1.821734815,0.0936,0.29127142,0.019836801,0.337517646,2.1964,1.440287138,2.805835418,2.475936206,3.0296,0.622514128,4.083053411,1.983546934,1.5492,1.541550959,0.455933356,1.071991549,2.9524,0.724799448,4.037464471,1.92055356,2.9979,0.646603116,3.615718724,2.175819019
27,0.7216,1.261306244,1.020898163,2.022967248,2.921,0.775215454,3.223636827,2.166136459,3.0904,0.415485066,4.242908924,1.797536086,0.0873,0.282274175,0.024188081,0.332941368,2.8915,0.873342859,3.432563884,1.960195266,3.033,0.624588665,4.073972054,1.978946245,1.5648,1.543697172,0.466836251,1.085780992,2.9582,0.719063808,4.057661014,1.914394471,3.0001,0.677421575,3.583888121,2.192091324
28,0.707,1.250980016,0.983500829,2.00059804,2.9404,0.802276661,3.229496723,2.17501968,3.0848,0.40299995,4.224815756,1.823172837,0.0923,0.289448977,0.025866352,0.337709772,2.7991,0.950757167,3.248952979,2.029265963,3.0021,0.576277355,4.07491409,1.935674704,1.5817,1.541727962,0.494939742,1.104905092,2.9656,0.736217794,4.094250102,1.882686897,3.0143,0.638980054,3.581479459,2.192610291
29,0.6812,1.231164717,0.965408149,1.973771794,2.9542,0.782114033,3.239510418,2.173765337,3.0988,0.433403461,4.270551066,1.815555747,0.0966,0.295412322,0.043913985,0.344584538,2.2057,1.497059621,2.635559446,2.336701551,3.0094,0.590518111,4.092080546,1.927068054,1.5651,1.53686759,0.527201223,1.127969627,2.9504,0.754943601,4.053340863,1.925005614,3.0019,0.673718331,3.591273745,2.195937529
30,0.668,1.218349703,0.934838201,1.946603084,2.9541,0.791450055,3.251484565,2.169068854,3.1194,0.473860359,4.273889214,1.842672112,0.1056,0.307324975,0.049718465,0.356524589,2.8574,0.915459032,3.201040265,2.147454391,3.023,0.609155973,4.074130297,1.972647882,1.5325,1.53913734,0.548993621,1.151573656,2.9753,0.779416391,4.101771861,1.882104902,3.0239,0.696655431,3.594424526,2.193402093
31,0.6576,1.20952976,0.918416307,1.923170861,2.9518,0.799672908,3.264915794,2.157443907,3.1192,0.4734885,4.301934744,1.80194916,0.1043,0.305649325,0.049364894,0.348784182,2.8771,0.982240088,3.149216939,2.124701465,3.0373,0.631750512,4.11434421,1.96985236,1.5446,1.541950336,0.548889485,1.142660483,2.9059,0.795515676,4.038951608,1.915611749,3.0129,0.701522337,3.580579145,2.183101272
32,0.6476,1.197002189,0.879559697,1.896398073,2.9532,0.807718862,3.262791858,2.165226722,3.1058,0.447667689,4.293377503,1.784276026,0.1104,0.313387683,0.051777087,0.364870747,2.2177,1.427062266,2.701340802,2.264001617,3.0359,0.648853751,4.124986906,1.960846544,1.5562,1.546881237,0.564447741,1.161549244,2.9643,0.700732124,4.117834018,1.870204699,3.0004,0.697423716,3.572467579,2.17201984
33,0.625,1.182698186,0.852891982,1.87022033,2.9598,0.799364723,3.267981604,2.150416292,3.1026,0.441217905,4.282256704,1.790519992,0.1061,0.307965566,0.053463224,0.357191326,2.1682,1.497100117,3.313501607,2.202848902,3.0441,0.643859604,4.117555543,1.949841412,1.5693,1.547384086,0.575511604,1.172454843,2.9594,0.721076723,4.106755088,1.888925606,3.014,0.713164778,3.559578444,2.181854312
34,0.6015,1.163914838,0.843021818,1.853374207,2.9654,0.803494144,3.279866788,2.153454423,3.1024,0.440810889,4.293734728,1.791057177,0.1081,0.310506667,0.061067096,0.363782475,2.1688,1.498167734,2.563015648,2.448473173,3.0064,0.59157336,4.097339319,1.924388317,1.5553,1.550723028,0.605380819,1.192102046,2.9548,0.736313086,4.135455876,1.856712429,3.009,0.70108416,3.548316066,2.18658255
35,0.5865,1.142592556,0.822873874,1.824540759,2.9585,0.797732881,3.310495571,2.128597897,3.1218,0.478293592,4.324054624,1.801758945,0.1188,0.323553025,0.070679716,0.376947553,2.9579,0.809275967,1.677608972,2.256805386,3.0237,0.623809514,4.12295624,1.920407252,1.5632,1.545964346,0.630348247,1.203489472,2.9707,0.755937504,4.135037657,1.865805167,3.0123,0.731948571,3.561528679,2.189150382
36,0.5842,1.141976515,0.796660691,1.798659358,2.9611,0.824006547,3.334597457,2.123013971,3.127,0.487720207,4.33408906,1.788062778,0.1218,0.327054674,0.070465477,0.382550273,2.2057,1.466897239,1.672740518,2.254747664,3.0281,0.62778212,4.13211812,1.930450711,1.5587,1.555620233,0.64157035,1.20944223,2.9571,0.812932709,4.105061098,1.890824603,3.0229,0.745369432,3.528350501,2.209468255
37,0.5709,1.127108331,0.768857135,1.777833421,2.9661,0.824591287,3.332238724,2.126107417,3.135,0.501771861,4.318620397,1.81531011,0.123,0.328437209,0.08046449,0.378252965,1.5668,1.667254558,1.674446054,2.306907597,3.0504,0.643474817,4.149590549,1.944017795,1.5397,1.547134096,0.639789887,1.213717871,2.9147,0.796256184,4.117986305,1.856152104,3.0049,0.767121887,3.510322579,2.20430534
38,0.5565,1.103362021,0.768177796,1.759462443,2.9666,0.829267412,3.333865982,2.134325689,3.1262,0.486285472,4.324719051,1.78258619,0.1264,0.332299624,0.084701612,0.38274678,2.9142,0.864660835,2.186484014,2.133245091,3.0569,0.660653003,4.146125916,1.959089432,1.5484,1.539564042,0.659930524,1.222593218,2.9575,0.71825744,4.16079313,1.827282679,3.0006,0.756703139,3.498558941,2.192249342
39,0.5509,1.115082593,0.748225205,1.736021901,2.9772,0.812206969,3.358911737,2.113840573,3.119,0.473116265,4.31523409,1.780350555,0.1248,0.330491997,0.08180772,0.384947826,2.8426,0.996907839,2.180338141,2.106959431,3.0539,0.65099523,4.164793832,1.92103447,1.5616,1.550550044,0.679077099,1.222733706,2.952,0.717004881,4.185000498,1.81935726,3.002,0.767591037,3.527291202,2.16371533
40,0.5276,1.08546683,0.724951412,1.71532587,2.9553,0.85434297,3.388879432,2.105311869,3.1218,0.478293592,4.325215971,1.785601871,0.1267,0.332636604,0.085949614,0.389813581,1.5075,1.611193269,1.748572072,2.306987817,3.0385,0.632311434,4.118566415,1.935354994,1.5734,1.560324466,0.695386088,1.237176612,2.9821,0.738227329,4.187568308,1.833498546,3.011,0.783759529,3.498578634,2.193809678
41,0.5278,1.090700307,0.701753471,1.690607438,2.9731,0.822177834,3.348435992,2.126215622,3.1292,0.491637427,4.343421118,1.790181333,0.1281,0.334201122,0.089897962,0.393927756,1.9731,1.603800608,2.383290934,2.095273687,3.0433,0.642514677,4.154427379,1.90942373,1.5681,1.551180966,0.710441564,1.249174825,2.9382,0.797609403,4.151464148,1.844668381,3.0113,0.787002103,3.476833908,2.200558722
42,0.5151,1.065726039,0.684226666,1.669509212,2.9802,0.84865067,3.376533659,2.121958284,3.147,0.521910912,4.357974783,1.797425867,0.138,0.344899986,0.096867692,0.404978811,2.7553,1.10716842,2.387693468,2.036084091,3.0443,0.643068822,4.170589229,1.908318054,1.5596,1.549273326,0.733237403,1.266087376,2.9625,0.799558472,4.170991059,1.840953696,3.0014,0.807340102,3.480857325,2.18985588
43,0.5035,1.052799957,0.657959655,1.635016908,2.9879,0.838781014,3.374288855,2.118971124,3.1516,0.529355684,4.361798341,1.802524524,0.1398,0.346779411,0.109650691,0.402990093,2.243,1.518404096,1.78048924,1.995294301,3.064,0.676094668,4.181173902,1.935010369,1.5541,1.548765053,0.746098742,1.269808621,2.9287,0.831754958,4.111372946,1.877087243,3.0108,0.814176492,3.462824271,2.200630799
44,0.4945,1.040273882,0.655355285,1.618970918,3.005,0.828598214,3.399511373,2.119534992,3.1356,0.502804773,4.389005684,1.74250632,0.1439,0.350988305,0.111548654,0.408852167,1.8397,1.624685788,1.775359962,2.115478027,3.065,0.68291654,4.196735577,1.916326703,1.5496,1.548205361,0.762579682,1.286965083,2.9412,0.792175839,4.143824143,1.852278327,3.009,0.822386162,3.425882025,2.213155631
45,0.4784,1.023393101,0.628715381,1.594868761,2.9885,0.849333709,3.420192865,2.094080412,3.144,0.516975821,4.377701126,1.762874559,0.143,0.35007285,0.115123635,0.404976942,2.1389,1.578482433,1.972928625,1.978826001,3.0741,0.682941571,4.185577922,1.923025898,1.5541,1.554179266,0.784069284,1.295869282,2.9507,0.768420139,4.174074446,1.821000906,3.0245,0.805294822,3.435645674,2.200946224
46,0.4631,1.01194782,0.609278125,1.563754792,3,0.835822948,3.443780253,2.075837877,3.1418,0.513315459,4.364984113,1.78185485,0.1398,0.346779411,0.114115209,0.404175831,2.3951,1.410884825,2.198764565,2.043386828,3.0482,0.658996783,4.172325665,1.901683103,1.5302,1.548446951,0.813041403,1.30823776,2.9393,0.759483713,4.17093495,1.818264924,3.0101,0.828612087,3.441389896,2.195760979
47,0.4536,0.99792136,0.601012569,1.544759004,2.9994,0.831263881,3.42983861,2.084603391,3.1494,0.525813313,4.38897024,1.782168659,0.1401,0.347090752,0.120817682,0.40399229,2.0827,1.550567867,2.427026809,2.057480965,3.0526,0.670546971,4.200495736,1.891915553,1.5582,1.554674487,0.825429533,1.300373072,2.9735,0.758549768,4.179522457,1.828787781,3.0277,0.819715018,3.414299264,2.205579996
48,0.4505,0.988508852,0.592021678,1.532119224,3.0121,0.848972078,3.45471247,2.094734294,3.1658,0.55146202,4.383320907,1.800813922,0.1523,0.359311439,0.119055592,0.422182016,1.9687,1.604468856,1.557686148,2.060769941,3.0561,0.680993972,4.197528584,1.910429227,1.5386,1.551486397,0.835150749,1.315106325,2.9395,0.807489783,4.199625144,1.794662599,3.014,0.864062498,3.41550303,2.212265793
49,0.4424,0.981163717,0.578046002,1.500023763,3.0145,0.857023774,3.475346209,2.088399067,3.1594,0.541656386,4.376875254,1.808520323,0.1516,0.358632737,0.134635901,0.415621848,2.1963,1.531589472,1.838278048,1.953251323,3.0707,0.698356292,4.21595415,1.922420305,1.5393,1.556745165,0.833797285,1.321831275,2.9491,0.79492716,4.199416463,1.793962392,3.0257,0.847490124,3.396243704,2.218019005
50,0.4373,0.964711724,0.565832257,1.483382253,3.0041,0.871139019,3.457927918,2.098138282,3.1654,0.55085646,4.405885995,1.776218153,0.16,0.366606056,0.139916764,0.428083582,2.2,1.53596875,2.256993744,2.119902998,3.0844,0.709278958,4.209105323,1.942968329,1.5846,1.562191678,0.86824956,1.334578949,2.9526,0.807560053,4.210076348,1.786789978,3.0112,0.87628452,3.394538652,2.223541913
51,0.4373,0.961700946,0.552870637,1.460741234,3.0156,0.862413265,3.45696757,2.11161891,3.1568,0.5376,4.414336248,1.754132962,0.1563,0.363139519,0.135696014,0.424542876,2.1652,1.576676555,2.0886693,2.062166157,3.0873,0.701910756,4.224680719,1.918396272,1.561,1.558357789,0.843590183,1.319389951,2.9372,0.820643747,4.210783771,1.785938677,3.0234,0.859681592,3.368052703,2.226855419
52,0.419,0.942464323,0.538957676,1.447150164,3.0127,0.885403134,3.46305765,2.104093895,3.151,0.528392846,4.40767897,1.772111866,0.1553,0.362190433,0.132341516,0.424909608,2.0507,1.550461064,2.02227843,1.959907575,3.0621,0.68923406,4.183972274,1.926429332,1.5755,1.554895414,0.878303083,1.343737621,2.9421,0.795454329,4.215496595,1.786519742,3.017,0.883578519,3.380499126,2.21263388
53,0.4128,0.934556665,0.537616936,1.431750181,3.0051,0.863755747,3.460268092,2.103251253,3.167,0.553272989,4.423250037,1.791297351,0.152,0.359020891,0.138130146,0.422695972,2.0459,1.599122631,2.221524344,1.883421806,3.0666,0.696393883,4.192564327,1.932533324,1.5491,1.547381398,0.890232391,1.344146891,2.9382,0.781524638,4.203404845,1.802637788,2.9975,0.879712311,3.363235983,2.205197643
54,0.4137,0.933998025,0.528370148,1.408343291,3.0151,0.8723944,3.460907155,2.11764772,3.1796,0.571790031,4.485505974,1.736589498,0.1688,0.374575173,0.148861074,0.438114566,2.0962,1.612992734,2.393680038,2.203168657,3.0693,0.698066981,4.224513588,1.917771218,1.5659,1.562324291,0.875874592,1.336826963,2.976,0.794496067,4.228347549,1.789897761,3.0216,0.902182598,3.396157969,2.210687061
55,0.4038,0.921382418,0.5191034,1.39423486,3.041,0.873681292,3.458457416,2.130235321,3.1824,0.575786627,4.454365335,1.780195032,0.171,0.376508964,0.159085224,0.43574112,2.141,1.58969148,2.188456414,2.023379873,3.0986,0.71391739,4.217281462,1.966600383,1.5582,1.559491186,0.904929453,1.346992908,2.9276,0.858462719,4.189681809,1.801316165,3.0331,0.89688594,3.323599048,2.250620916
56,0.3882,0.900722355,0.514596649,1.370511178,3.0407,0.864201082,3.493118579,2.114200887,3.1728,0.561907608,4.47113279,1.738825161,0.1666,0.372618357,0.150420065,0.437924664,2.1401,1.585708671,2.083574889,2.103365996,3.0998,0.721553851,4.25953985,1.918674616,1.5802,1.561143158,0.919425597,1.355071404,2.9411,0.831643427,4.194058058,1.810725997,3.0019,0.932575139,3.352182965,2.22110952
57,0.3893,0.895514104,0.502848608,1.359877602,3.0306,0.867216028,3.526074854,2.102775508,3.176,0.566589799,4.443251837,1.782597899,0.1663,0.372349715,0.155788027,0.437299665,2.0173,1.611024739,2.240777197,1.949279638,3.1059,0.731495174,4.260667686,1.917544309,1.5599,1.558207942,0.9086503,1.349410836,2.9413,0.825381312,4.22065629,1.777044062,3.0089,0.912042099,3.335034619,2.212272822
58,0.3851,0.888255588,0.485205209,1.334155394,3.0396,0.883646898,3.53689858,2.118327136,3.181,0.573793517,4.456910933,1.776428366,0.1697,0.375369032,0.155680631,0.43957547,2.1013,1.585445776,2.300231848,2.181003626,3.0865,0.721954119,4.243799586,1.912325892,1.5836,1.560964779,0.952732287,1.362201391,2.9442,0.832518084,4.22156854,1.777293037,3.0209,0.930625161,3.31741256,2.241017276
59,0.374,0.871850905,0.480635824,1.319522665,3.0427,0.855147186,3.563273239,2.090344341,3.1852,0.57974215,4.476973877,1.773921472,0.1653,0.371451087,0.158042416,0.43587159,2.1926,1.568727268,2.343318545,1.959408301,3.0828,0.720516592,4.264742253,1.896981708,1.5687,1.554953475,0.950919554,1.369147191,2.942,0.840973246,4.209758837,1.796685556,2.9976,0.920648815,3.291011628,2.233559917
60,0.3697,0.860012738,0.485195898,1.306345556,3.0317,0.887409212,3.563217358,2.110627363,3.1946,0.592731676,4.486790767,1.779142699,0.1854,0.388621718,0.174554418,0.451975519,2.136,1.579019949,2.353499488,2.061992775,3.0891,0.734139762,4.263197528,1.918999346,1.5518,1.553292233,0.964402983,1.371439221,2.9426,0.847646884,4.223183404,1.779651065,2.9941,0.953763697,3.327712349,2.229080867
61,0.3668,0.852324915,0.457986123,1.279719746,3.0454,0.908151331,3.58304326,2.120681761,3.1888,0.584768809,4.469958616,1.789462009,0.1837,0.387239345,0.173881013,0.452384631,2.0532,1.60242621,2.331204036,1.973299232,3.1025,0.761704503,4.283370715,1.918063831,1.5776,1.563194882,0.973092649,1.384003336,2.9402,0.860130199,4.199912831,1.802178652,3.0235,0.937842071,3.348971343,2.23210603
62,0.3581,0.844194521,0.458976992,1.266592832,3.0634,0.875660003,3.578215211,2.121127937,3.1912,0.588083804,4.509095023,1.747327511,0.1816,0.385514513,0.178097367,0.446548451,2.1022,1.578656125,2.370654562,2.141083541,3.1,0.775499839,4.259116527,1.946278942,1.5677,1.556411485,0.96732448,1.384796531,2.9276,0.861021626,4.182502063,1.817532778,3.0163,0.947118952,3.350175834,2.232582032
63,0.3663,0.839597707,0.449764319,1.250770008,3.0362,0.901049144,3.600671606,2.109683306,3.1946,0.592731676,4.516121374,1.748767918,0.1777,0.382260003,0.170768805,0.450255322,2.1649,1.562724541,2.421186708,1.952950651,3.0981,0.77102295,4.269031313,1.935059615,1.584,1.562352073,0.992118252,1.390451211,2.9491,0.859365574,4.196679075,1.804920811,2.9978,0.998896972,3.358976608,2.238858576
64,0.3501,0.829777072,0.432021498,1.23440799,3.0442,0.892662512,3.618849121,2.101333796,3.2034,0.604506774,4.499764607,1.780370368,0.1777,0.382260003,0.174565922,0.452369981,2.148,1.602403195,2.451353336,2.101785101,3.0903,0.759306203,4.262659728,1.92939791,1.5672,1.561692723,1.00180053,1.401950096,2.9342,0.876966567,4.175408991,1.816286125,3.0073,0.967805099,3.311050593,2.236796455
