,AdaptorLong reward (mean),AdaptorLong reward (std),AdaptorLong prediction (mean),AdaptorLong prediction (std),Cautious QLearner reward (mean),Cautious QLearner reward (std),Cautious QLearner prediction (mean),Cautious QLearner prediction (std),Cooperator reward (mean),Cooperator reward (std),Cooperator prediction (mean),Cooperator prediction (std),Defector reward (mean),Defector reward (std),Defector prediction (mean),Defector prediction (std),Evolved ANN 5 Noise 05 reward (mean),Evolved ANN 5 Noise 05 reward (std),Evolved ANN 5 Noise 05 prediction (mean),Evolved ANN 5 Noise 05 prediction (std),Evolved ANN reward (mean),Evolved ANN reward (std),Evolved ANN prediction (mean),Evolved ANN prediction (std),Random reward (mean),Random reward (std),Random prediction (mean),Random prediction (std),Tit For Tat reward (mean),Tit For Tat reward (std),Tit For Tat prediction (mean),Tit For Tat prediction (std),Worse and Worse reward (mean),Worse and Worse reward (std),Worse and Worse prediction (mean),Worse and Worse prediction (std)
171,0.3209,0.568615151,0.407643662,0.643082595,3.1955,1.029116004,4.156054301,2.277080593,3.4214,0.815611452,5.057852197,1.879527986,0.3093,0.462205052,0.400451642,0.546387791,1.6987,1.738769194,2.371374479,2.548494319,2.687,1.509182229,3.910130983,2.594318773,1.6017,1.589294532,1.572630838,1.607576128,2.8511,1.339002909,4.179557101,1.875990595,2.7061,1.34131383,2.89934143,2.354526876
172,0.33,0.583180932,0.413922291,0.642304322,3.2055,1.055684494,4.199857336,2.27037436,3.4102,0.807549355,5.052896119,1.87278772,0.3179,0.465660381,0.404399509,0.54993334,1.7305,1.72860341,2.368022597,2.566609018,2.6585,1.508800103,3.871920853,2.600646863,1.5928,1.595552619,1.557213767,1.605040876,2.8373,1.333352433,4.176585256,1.871311957,2.7141,1.342743903,2.882108409,2.360988927
173,0.3297,0.584805874,0.408845896,0.638805357,3.212,1.04405747,4.167720343,2.283679374,3.4182,0.813331888,5.094719478,1.830824867,0.3131,0.463754666,0.400776042,0.551731486,1.6936,1.720848349,2.319921767,2.53513922,2.6472,1.516025119,3.864547313,2.602801488,1.6021,1.583469479,1.539978586,1.597566003,2.8223,1.322165916,4.179047957,1.859680605,2.7025,1.354767046,2.895475679,2.367457063
174,0.3199,0.576856993,0.395086428,0.640123718,3.2121,1.026505524,4.159042816,2.276071779,3.4222,0.816178387,5.078193206,1.860574643,0.3081,0.461708122,0.401462935,0.54700362,1.6275,1.730532794,2.30887049,2.571049395,2.6279,1.532266814,3.864977753,2.608329751,1.6172,1.585453929,1.57028272,1.601749413,2.8821,1.318332124,4.193653927,1.884418694,2.7132,1.354601698,2.903001016,2.357981044
175,0.3173,0.57325449,0.395219171,0.63615528,3.1919,1.010976948,4.190836155,2.245058078,3.4174,0.812759029,5.075767228,1.861181976,0.3201,0.466514726,0.409478803,0.55566793,1.6637,1.734820541,2.311165231,2.563290535,2.6277,1.545863095,3.831270965,2.630576349,1.5991,1.595236406,1.561955374,1.604138364,2.8215,1.336651694,4.155729103,1.889501926,2.7095,1.360040349,2.860259829,2.363967857
176,0.3289,0.585768546,0.401930587,0.651841002,3.2012,1.020156145,4.190426669,2.278352144,3.4242,0.817590582,5.088997173,1.85400046,0.3148,0.464436174,0.404749746,0.552165643,1.7085,1.725087751,2.344331557,2.571137683,2.6121,1.528866767,3.835467629,2.61076441,1.5989,1.594684542,1.575263549,1.611076113,2.8491,1.330236517,4.207711044,1.850210976,2.6772,1.356982004,2.869989321,2.341201428
177,0.3184,0.56658754,0.40057426,0.64619754,3.2276,1.056124159,4.226563346,2.28016131,3.4236,0.817167694,5.094070224,1.842543857,0.3085,0.461874171,0.401537468,0.549219248,1.6837,1.730160198,2.309294473,2.562953676,2.6096,1.541359089,3.830843177,2.620673314,1.6014,1.591702874,1.564765393,1.608641666,2.8521,1.337694132,4.192907242,1.858266651,2.7105,1.361502754,2.846642632,2.360952189
178,0.3284,0.571273525,0.416358371,0.64755954,3.2155,1.030756882,4.22337728,2.260319021,3.4198,0.814474039,5.062346773,1.874623561,0.3226,0.467471111,0.405453184,0.558496342,1.6198,1.737195429,2.291154848,2.575325335,2.6059,1.543497713,3.83615454,2.612093497,1.6095,1.595120607,1.552907414,1.612181785,2.8329,1.330179533,4.199523942,1.852389913,2.7018,1.336441828,2.847725061,2.347393951
179,0.3239,0.571479475,0.412627212,0.639136789,3.2068,1.050539747,4.203952827,2.265139273,3.4272,0.819695163,5.093263091,1.866421118,0.3153,0.464635244,0.407290558,0.551485564,1.6283,1.720505481,2.294188078,2.568591249,2.5961,1.540313212,3.818162778,2.615623534,1.5586,1.572439519,1.547386557,1.597937159,2.8496,1.332433803,4.188917187,1.876137601,2.7039,1.356032739,2.856044961,2.348962607
180,0.331,0.574490209,0.408725048,0.634095043,3.2249,1.018881735,4.202496958,2.276542501,3.432,0.823028554,5.115509184,1.841726004,0.3214,0.467013961,0.410296841,0.55778733,1.6739,1.728860547,2.337482441,2.592609454,2.5885,1.554852967,3.813257153,2.636426319,1.6151,1.594600887,1.56395777,1.620832485,2.8425,1.348960248,4.187288277,1.873815519,2.6927,1.367284429,2.888129654,2.350036614
181,0.3282,0.564167316,0.420791631,0.644243905,3.2045,1.040230623,4.199132436,2.284847559,3.437,0.826456895,5.095996156,1.876052191,0.3262,0.468821459,0.413814448,0.559688565,1.657,1.729147478,2.313421094,2.587991391,2.596,1.572826755,3.811139347,2.652287973,1.6035,1.594392596,1.557689249,1.595522374,2.8332,1.358667641,4.168094551,1.882297414,2.6968,1.361715741,2.83903444,2.35420315
182,0.329,0.586139062,0.417424384,0.637117951,3.2145,1.024250824,4.157766689,2.310879361,3.423,0.816744146,5.102176782,1.835444268,0.3155,0.464714697,0.409635595,0.55231606,1.617,1.730696681,2.270535814,2.593876844,2.5576,1.569293548,3.751366861,2.65731743,1.6298,1.593722673,1.556867362,1.615539196,2.8349,1.350126657,4.194037306,1.858848912,2.7115,1.353317313,2.857130846,2.363120763
183,0.3251,0.569921038,0.415751549,0.638394978,3.2127,1.015902904,4.185082964,2.28698302,3.4248,0.818012812,5.053918383,1.921301666,0.3075,0.461458286,0.397104385,0.556884122,1.6276,1.729369319,2.281600225,2.582973641,2.5477,1.588434673,3.706519899,2.681778864,1.586,1.574739344,1.594737843,1.609617236,2.8396,1.340922011,4.197311539,1.862515784,2.7067,1.377198283,2.868395536,2.358306473
184,0.3353,0.586407631,0.413057829,0.637285725,3.2114,1.027185494,4.227025372,2.259994521,3.4406,0.828897847,5.075373501,1.910184963,0.3242,0.468075165,0.41669699,0.556091441,1.6646,1.727630412,2.305846589,2.590371941,2.5259,1.575921695,3.689037,2.673220782,1.6017,1.582674038,1.589791112,1.616590656,2.8503,1.350958885,4.226954935,1.84053032,2.6971,1.360717307,2.835402422,2.32502309
185,0.3258,0.577281872,0.419694828,0.637878701,3.2308,1.046962922,4.213547492,2.295493952,3.4276,0.819974536,5.079257746,1.897382936,0.3229,0.467584848,0.418905167,0.557393665,1.6336,1.718764393,2.277614522,2.577586687,2.528,1.592675736,3.671266601,2.687495535,1.6087,1.577524741,1.572115699,1.610922353,2.8291,1.34896004,4.18515652,1.876871062,2.67,1.366565037,2.864266566,2.346348042
186,0.3187,0.538823079,0.416513127,0.631477957,3.2093,1.022787128,4.200500045,2.28768276,3.4464,0.832782709,5.102596123,1.89158834,0.3206,0.466707232,0.417237614,0.555381214,1.6082,1.718281921,2.235805541,2.588135801,2.511,1.587223677,3.626087053,2.695162838,1.6294,1.595260367,1.579758421,1.61624257,2.8573,1.351790187,4.20716782,1.869326904,2.6706,1.37021737,2.876474393,2.333121968
187,0.3351,0.584643473,0.421001302,0.638011568,3.2227,1.051144476,4.237471669,2.28387326,3.4324,0.823304464,5.099057071,1.87811531,0.3294,0.469995362,0.42473222,0.559574923,1.6324,1.734494232,2.259850969,2.599378065,2.5147,1.592414491,3.66750419,2.682675299,1.6018,1.592054258,1.596131274,1.616802522,2.8289,1.375290802,4.176854508,1.882699949,2.6828,1.377020029,2.860785356,2.347396993
188,0.3219,0.562565898,0.416035194,0.624241764,3.2104,1.064204792,4.235695496,2.25738878,3.45,0.835164654,5.080220388,1.927764105,0.3213,0.466975706,0.421894097,0.554363015,1.6445,1.742503874,2.275998046,2.601174665,2.4987,1.590659709,3.645164618,2.683927028,1.6034,1.586224587,1.606617748,1.621713503,2.8321,1.374303311,4.190044934,1.870739808,2.6704,1.376140923,2.869094532,2.337534239
189,0.3332,0.569190443,0.420981987,0.632442804,3.1998,1.051798441,4.238733096,2.250052633,3.429,0.820950059,5.085052324,1.888756557,0.3279,0.469448176,0.420998813,0.558643239,1.6427,1.720243212,2.274781659,2.587194437,2.514,1.607794763,3.660562087,2.697453917,1.6239,1.58721416,1.60117411,1.613863411,2.8208,1.360840681,4.162557432,1.89837593,2.6706,1.370363324,2.865301145,2.324849852
190,0.333,0.568428536,0.431017478,0.649581951,3.2424,1.028417347,4.183876024,2.315262101,3.4372,0.826593104,5.12333274,1.858786094,0.3302,0.470284977,0.419976964,0.557751256,1.6128,1.730686615,2.240520883,2.59726831,2.4872,1.608799602,3.616852785,2.70489471,1.631,1.586896027,1.627386985,1.615567246,2.8377,1.343934042,4.216184844,1.848898531,2.6589,1.389514588,2.825059595,2.328282737
191,0.3429,0.588998803,0.431930596,0.627033229,3.2051,1.036838459,4.214833469,2.267846936,3.4366,0.826184265,5.1202066,1.86779213,0.3131,0.463754666,0.414255488,0.550292083,1.5908,1.712353748,2.228479295,2.575149685,2.4807,1.615867417,3.617708413,2.708395724,1.6343,1.594165459,1.571628301,1.614197218,2.8465,1.34318195,4.20440177,1.867172048,2.6421,1.396068619,2.819401036,2.343118335
192,0.3397,0.575590054,0.423317895,0.629704623,3.2018,1.032994075,4.241692028,2.252991509,3.4376,0.826865309,5.139458063,1.849972211,0.3294,0.469995362,0.424971246,0.561456388,1.6302,1.719141635,2.281468422,2.604167063,2.4475,1.612651156,3.578887737,2.710819692,1.6425,1.585652468,1.585736447,1.611642027,2.842,1.355520564,4.219925111,1.856686785,2.659,1.387630715,2.815502179,2.351782047
193,0.3286,0.56729361,0.420083552,0.640175273,3.2035,1.049994167,4.240892417,2.257608815,3.4528,0.837001888,5.114593367,1.916231211,0.3233,0.467736154,0.425132134,0.554217575,1.6153,1.736175656,2.24167954,2.606934041,2.4413,1.61646352,3.578241027,2.711526784,1.6217,1.591850844,1.614690096,1.617981075,2.8438,1.357866547,4.217680261,1.859680469,2.6389,1.373064744,2.805938053,2.323679678
194,0.3389,0.579522899,0.417803322,0.636085632,3.2311,1.031839518,4.22447609,2.287665218,3.4622,0.843072452,5.139139871,1.89341535,0.3269,0.469080366,0.426414399,0.561470496,1.5702,1.717810222,2.23070647,2.59759646,2.4381,1.636144367,3.570042135,2.723731071,1.5851,1.583021791,1.60369731,1.624062454,2.8468,1.371688653,4.240603361,1.836951689,2.6507,1.388700655,2.830404807,2.34604973
195,0.3368,0.572682949,0.419540185,0.639878322,3.2241,1.042439058,4.233888409,2.290399576,3.4392,0.827951303,5.124161623,1.866856148,0.3298,0.470140362,0.422243058,0.569301742,1.6071,1.733357894,2.252424327,2.616673647,2.4373,1.637396931,3.556199294,2.726370278,1.61,1.592639319,1.623647474,1.621067193,2.8274,1.396427313,4.212377058,1.855362704,2.6483,1.391404725,2.802952855,2.359649095
196,0.3295,0.565269626,0.426047495,0.625888154,3.23,1.028542658,4.260534147,2.270969525,3.4454,0.832117083,5.109736116,1.903837922,0.3336,0.471498717,0.435487001,0.559863618,1.616,1.730070519,2.274269424,2.621466147,2.4247,1.627921961,3.552428316,2.719131761,1.594,1.595482372,1.612233743,1.621329155,2.8237,1.380296457,4.196492414,1.873915911,2.6536,1.378189769,2.818103668,2.321141227
197,0.3403,0.562757417,0.43379401,0.628335916,3.2302,1.054802332,4.245351372,2.284370386,3.4438,0.83104847,5.111405701,1.88472307,0.3287,0.469740684,0.422527325,0.564229756,1.5943,1.719566082,2.260048838,2.602115696,2.4116,1.623756583,3.578213432,2.702336096,1.617,1.590506523,1.612179933,1.605148273,2.8238,1.37453758,4.21078064,1.860297482,2.658,1.408274121,2.820710638,2.343765521
198,0.3428,0.576270909,0.431775485,0.638251485,3.2113,1.03790766,4.246252765,2.272256592,3.4364,0.826047844,5.110778558,1.891697312,0.3252,0.468449528,0.423348209,0.562430262,1.5999,1.725462254,2.248437799,2.614327945,2.4129,1.642502234,3.550664542,2.732651909,1.6185,1.596670833,1.614689172,1.61522342,2.8433,1.364311222,4.20126149,1.884573228,2.6169,1.39947647,2.786313912,2.335369328
199,0.3397,0.5705295,0.42909319,0.6421485,3.2351,1.053198932,4.275967914,2.272291738,3.4378,0.827001306,5.129791977,1.878190339,0.3315,0.470752323,0.429367338,0.565495184,1.5877,1.725777712,2.24903023,2.620273861,2.3951,1.651180181,3.521501405,2.735543349,1.6071,1.593088067,1.623835942,1.623112712,2.8327,1.38083696,4.20484132,1.878398932,2.6162,1.415661527,2.791974161,2.338681756
200,0.3331,0.567753811,0.425592934,0.625645923,3.2285,1.041195347,4.242559581,2.284802418,3.4494,0.834769214,5.131195382,1.892732728,0.3302,0.470284977,0.430864268,0.563910676,1.6112,1.714244603,2.245416374,2.626170787,2.3766,1.65353332,3.483382683,2.741383904,1.6161,1.593461888,1.618847027,1.623305337,2.8231,1.377173333,4.199394608,1.875887057,2.6181,1.395511516,2.769007194,2.326828644
201,0.3329,0.561139546,0.424938001,0.639115871,3.2121,1.036683939,4.232352111,2.281006816,3.465,0.844852058,5.154663605,1.892782305,0.3329,0.47125109,0.431867485,0.568021446,1.6066,1.734426833,2.244698399,2.624697997,2.3593,1.658434054,3.467103655,2.746955265,1.6462,1.59756864,1.625135876,1.635640474,2.86,1.382967823,4.191791454,1.904816105,2.615,1.388803442,2.754739095,2.309330986
202,0.3435,0.585412461,0.43128827,0.636644909,3.2092,1.064817055,4.227087557,2.305136348,3.4674,0.846367083,5.165222877,1.866554588,0.3363,0.472442917,0.427905339,0.567362864,1.5919,1.731922166,2.219136003,2.620681967,2.3439,1.662477907,3.422389471,2.762652802,1.609,1.594590543,1.595169771,1.62640912,2.8004,1.392321744,4.184027515,1.884791381,2.628,1.396787743,2.761509884,2.317269464
203,0.3362,0.580663035,0.428766396,0.647840555,3.2348,1.034634699,4.216331263,2.313924808,3.4526,0.836871101,5.128057871,1.887240877,0.3304,0.470357141,0.423553309,0.567202708,1.5944,1.723568577,2.23799797,2.616090383,2.3315,1.662049262,3.40366021,2.751583213,1.6244,1.585031432,1.60462409,1.615938538,2.8515,1.383346576,4.189811211,1.909829125,2.6209,1.41080941,2.812134863,2.32768295
204,0.3481,0.586281835,0.44926651,0.641013675,3.2335,1.042486331,4.235357421,2.297734004,3.4582,0.840507442,5.124587964,1.907899137,0.325,0.46837485,0.421456497,0.561661625,1.5953,1.712926709,2.235194298,2.612840504,2.3189,1.662107936,3.37716551,2.762853335,1.6293,1.585837794,1.606988218,1.620105475,2.8234,1.4032863,4.159799053,1.920802898,2.6169,1.419836043,2.780883759,2.334425832
205,0.3512,0.597711101,0.440221312,0.627936177,3.2337,1.039463472,4.272899194,2.286733585,3.4436,0.83091458,5.096943023,1.927684757,0.3398,0.473641172,0.440970646,0.571026478,1.595,1.721213235,2.230723236,2.617527016,2.3218,1.668485769,3.395155287,2.768630814,1.598,1.601810226,1.603913816,1.630809373,2.8222,1.40633821,4.166013119,1.912722525,2.6046,1.401163388,2.770681011,2.332335688
206,0.3374,0.570053717,0.43165144,0.63802489,3.2456,1.042055968,4.285419433,2.279000342,3.4562,0.839214847,5.135909456,1.897258451,0.3363,0.472442917,0.443007777,0.56175282,1.5747,1.712664564,2.231012193,2.603727574,2.3131,1.676743388,3.3841268,2.77660862,1.6207,1.590104245,1.61588062,1.636328909,2.8152,1.399374489,4.171123134,1.903290849,2.5904,1.432699494,2.744991068,2.315448202
207,0.3498,0.573968605,0.434086245,0.632122091,3.2248,1.041856497,4.250745917,2.28176706,3.4452,0.83198375,5.119920559,1.914715135,0.3333,0.471392734,0.438761764,0.566626417,1.5949,1.726555528,2.241351947,2.630172864,2.2989,1.673008903,3.361607045,2.771245476,1.6291,1.60122865,1.645962936,1.639953252,2.8321,1.381198606,4.170914387,1.91100572,2.5899,1.409226025,2.741518603,2.313868053
208,0.3469,0.584602763,0.431892227,0.634224247,3.2212,1.065209163,4.30927658,2.265754191,3.4642,0.84434493,5.111133631,1.965658576,0.347,0.476015756,0.443814294,0.575340837,1.5951,1.720103482,2.241689209,2.628928184,2.2934,1.679856077,3.337930892,2.775800254,1.6228,1.601786553,1.650188373,1.650435313,2.8358,1.385510144,4.190217842,1.892891082,2.586,1.427446672,2.697134464,2.319746996
209,0.3472,0.580906326,0.44059204,0.638198321,3.2385,1.039527657,4.267282349,2.296791114,3.469,0.847371819,5.140089765,1.930923577,0.3358,0.472269372,0.440242036,0.563418596,1.5972,1.724920914,2.257750382,2.628390511,2.2742,1.668476659,3.347519026,2.763147443,1.6291,1.606528304,1.628769863,1.625208315,2.8256,1.393838097,4.18682719,1.887549053,2.601,1.393986729,2.692819349,2.307574261
210,0.3423,0.576654758,0.442359839,0.63544879,3.2308,1.058551539,4.282490374,2.272533918,3.4632,0.843709523,5.159371402,1.89828647,0.3385,0.473199482,0.431859577,0.569482532,1.5862,1.721560211,2.257515911,2.628758754,2.2871,1.698020492,3.350149128,2.781694576,1.6203,1.602475557,1.598851965,1.638541038,2.8375,1.394164176,4.201987047,1.884279846,2.6063,1.405880617,2.782333878,2.312769538
211,0.3461,0.579236385,0.443723014,0.64419267,3.2406,1.038706715,4.278171628,2.277560803,3.4606,0.842049666,5.157560004,1.896113976,0.3284,0.469631174,0.432569929,0.563133486,1.5936,1.719429859,2.231132857,2.628191079,2.2544,1.677164464,3.326057876,2.760984876,1.6351,1.600608631,1.620013048,1.642928014,2.8193,1.415007954,4.201694115,1.872132304,2.5847,1.418952399,2.821004005,2.296663132
212,0.3512,0.58962578,0.446242132,0.63911792,3.2346,1.053073046,4.302521429,2.266684068,3.4664,0.84573698,5.164547738,1.898280613,0.3376,0.472891362,0.439432544,0.568990325,1.5833,1.717923488,2.230904099,2.623359946,2.2493,1.685214974,3.308032935,2.76849521,1.6285,1.59808878,1.606200494,1.629358414,2.8379,1.41039838,4.199447893,1.888676747,2.5951,1.406469335,2.775597532,2.313127638
213,0.3512,0.584173399,0.44001099,0.641163166,3.2138,1.043115315,4.260253626,2.271599056,3.4554,0.838695916,5.161197311,1.88499491,0.3395,0.473539597,0.43854486,0.573172899,1.5956,1.725126268,2.236559989,2.631394228,2.242,1.687138406,3.293230779,2.777978483,1.603,1.601558928,1.614157955,1.626412251,2.8069,1.417537439,4.181782946,1.89090236,2.5631,1.432207523,2.747541415,2.29996719
214,0.347,0.581197901,0.434282483,0.633023983,3.2438,1.056485476,4.262380907,2.301412261,3.4646,0.844598627,5.197287116,1.849882523,0.3424,0.474512634,0.443365221,0.574499808,1.5823,1.721170157,2.232672713,2.627820895,2.2322,1.698847598,3.280871931,2.79075551,1.6217,1.587825277,1.635877478,1.644223435,2.8133,1.400800882,4.187158625,1.89399191,2.6063,1.416792261,2.73502835,2.303556475
215,0.3451,0.582585607,0.443988676,0.643285783,3.2312,1.057424494,4.27524731,2.286265775,3.4584,0.84063633,5.166255994,1.879684296,0.3399,0.473674984,0.440709843,0.571317097,1.5842,1.700679382,2.258256856,2.622749412,2.234,1.697187085,3.246336346,2.790480233,1.6054,1.594957943,1.629909123,1.640993722,2.8575,1.398067863,4.233168304,1.865654929,2.5764,1.423714522,2.741743253,2.305951804
216,0.3529,0.592420113,0.44925149,0.627117652,3.2139,1.057519168,4.265815187,2.284720664,3.4722,0.849368683,5.182280479,1.887298025,0.3447,0.475270355,0.44428325,0.572743988,1.5996,1.719325403,2.250637672,2.63530755,2.216,1.697864541,3.254256879,2.780948938,1.6418,1.588802304,1.632599917,1.643527405,2.8059,1.418176713,4.168798321,1.895773452,2.583,1.419264246,2.758857871,2.299369619
217,0.3511,0.580369529,0.450753185,0.64567507,3.2584,1.034808891,4.262002682,2.310353461,3.4624,0.8432,5.147300477,1.923767187,0.34,0.473708771,0.451746079,0.573213117,1.5894,1.713128028,2.254483207,2.630016365,2.1886,1.689979302,3.212544249,2.786295847,1.6046,1.593003089,1.640680589,1.634719226,2.8321,1.396678055,4.220610207,1.866752921,2.5811,1.43458105,2.74964525,2.299157504
218,0.3418,0.56122434,0.446436092,0.650423409,3.2566,1.050788485,4.279327534,2.299049334,3.469,0.847371819,5.179715472,1.88517571,0.3456,0.475563497,0.449495862,0.576348406,1.5975,1.717292564,2.274841841,2.63645054,2.1864,1.71185719,3.202424777,2.801030139,1.6324,1.608250677,1.642147685,1.641582613,2.8327,1.409223442,4.188556371,1.907933244,2.5818,1.435934804,2.733386841,2.315070447
219,0.3582,0.582660072,0.467430079,0.642647959,3.2197,1.039823019,4.309720436,2.257347346,3.4736,0.850237049,5.158921799,1.915835509,0.3361,0.47237357,0.444272448,0.570069097,1.6017,1.732702257,2.272308671,2.644858086,2.1815,1.695039159,3.171210309,2.799666805,1.6387,1.593976885,1.655399791,1.638800812,2.8375,1.431745002,4.210217308,1.880105733,2.5546,1.420992203,2.714512049,2.306118463
220,0.3519,0.571547365,0.450296721,0.639085589,3.2437,1.049528613,4.302294893,2.285917412,3.4682,0.846869978,5.148949055,1.919796383,0.3438,0.474975326,0.451165155,0.576459275,1.5906,1.721392355,2.251974446,2.643532408,2.1761,1.723162439,3.178931472,2.806422476,1.6191,1.593993472,1.636870671,1.649711503,2.7885,1.43511942,4.163498841,1.895844313,2.5792,1.426999425,2.712349187,2.29695133
221,0.3457,0.572530794,0.449350068,0.63443649,3.2331,1.046978696,4.285526169,2.283552125,3.4694,0.847622345,5.171998031,1.893377971,0.3466,0.475887003,0.457191295,0.575757069,1.595,1.71737445,2.267333995,2.63112705,2.155,1.707856844,3.15735564,2.79255771,1.6206,1.578054384,1.65086157,1.630181331,2.825,1.407400085,4.200918411,1.887847165,2.5551,1.43511811,2.713162011,2.293410545
222,0.3617,0.582986372,0.4633708,0.640486744,3.2528,1.038697338,4.287853207,2.281333521,3.4738,0.850360841,5.160708085,1.918549383,0.3509,0.477251705,0.455924807,0.576683393,1.5831,1.711810267,2.251610192,2.62460342,2.1563,1.709698895,3.108904259,2.808218039,1.6174,1.600067886,1.662647882,1.646878779,2.8398,1.412280411,4.206208043,1.88827824,2.567,1.438023296,2.686403009,2.291487201
223,0.3533,0.582819964,0.451505479,0.636713149,3.2562,1.033131918,4.313012448,2.284289581,3.458,0.840378486,5.165531827,1.90366867,0.349,0.476653963,0.455864682,0.568042337,1.6001,1.712769684,2.259087197,2.62849963,2.1418,1.704257246,3.119614389,2.79547965,1.6327,1.597244725,1.676231541,1.647229022,2.8092,1.431012006,4.175227271,1.906926847,2.5554,1.418495978,2.708229139,2.312034796
224,0.3493,0.561684529,0.455326487,0.641349219,3.2537,1.074958748,4.33306049,2.282471881,3.478,0.852945485,5.183952738,1.913986136,0.3389,0.473335811,0.451790837,0.563996328,1.5862,1.708674796,2.242520842,2.625935208,2.137,1.710213729,3.135920101,2.799806495,1.5878,1.60464674,1.671054461,1.647599958,2.8278,1.421951884,4.207292292,1.887506423,2.5602,1.435052598,2.732124889,2.281250819
225,0.3511,0.592476827,0.45066827,0.643389294,3.2359,1.055959843,4.288503577,2.291864262,3.4822,0.855501701,5.185728314,1.925303292,0.3373,0.47278823,0.44552487,0.573407099,1.6036,1.723968399,2.271366864,2.645526459,2.1292,1.711638794,3.104605058,2.803868485,1.5952,1.594282585,1.67451634,1.646603722,2.8313,1.435632373,4.202866898,1.891571425,2.5533,1.440124686,2.725922645,2.290222503
226,0.3498,0.58227138,0.458505056,0.646648125,3.257,1.051451853,4.303322973,2.287374873,3.4796,0.853922619,5.201334048,1.898017407,0.3552,0.478573881,0.455511291,0.57990688,1.5934,1.727911005,2.264188495,2.641076096,2.1205,1.733430053,3.086409243,2.817801302,1.5972,1.592467318,1.653135541,1.631158076,2.8073,1.433794515,4.17667017,1.906105243,2.5564,1.436878227,2.745849401,2.284794457
227,0.3711,0.600986514,0.468489341,0.643193949,3.2435,1.052144358,4.294480101,2.28153363,3.4724,0.849492931,5.192220195,1.893634392,0.3344,0.471780288,0.448516311,0.569362678,1.6052,1.722246486,2.281198381,2.636065686,2.0826,1.717899077,3.062709633,2.802678576,1.6003,1.588691257,1.667263877,1.64424667,2.8128,1.434139519,4.189322685,1.898008047,2.5237,1.463297068,2.751409155,2.289711798
228,0.3522,0.565115174,0.469810394,0.6385802,3.2348,1.056346988,4.274862063,2.283648473,3.4744,0.850731826,5.195627463,1.886061965,0.3501,0.477001038,0.460227574,0.578527741,1.611,1.715482148,2.231012702,2.629775603,2.0756,1.728549866,3.038297458,2.804056844,1.6093,1.589607974,1.674385604,1.638724281,2.8144,1.423640629,4.166536388,1.920313572,2.55,1.442948371,2.706938313,2.289916779
229,0.3596,0.58402726,0.462514505,0.634826668,3.2363,1.042143133,4.29037304,2.287228584,3.4762,0.851841276,5.166305275,1.939575848,0.3563,0.478905325,0.464574203,0.581918738,1.5979,1.706345683,2.267559006,2.623926518,2.0539,1.70745272,3.030814229,2.794103088,1.6091,1.593830979,1.661196732,1.637776056,2.8312,1.421585931,4.204934649,1.894679638,2.5196,1.462195555,2.692291292,2.278554729
230,0.3493,0.57051688,0.445882879,0.633126504,3.2447,1.085735654,4.281575767,2.331187501,3.4674,0.846367083,5.208717675,1.877348458,0.3495,0.47681207,0.463121141,0.575925993,1.5944,1.716067784,2.274919454,2.644996219,2.063,1.736845128,3.033727189,2.814087387,1.6232,1.591735455,1.67344766,1.646792182,2.8128,1.430369239,4.199350086,1.888804097,2.5177,1.440654959,2.680130848,2.273807652
231,0.3589,0.575578657,0.456612702,0.645701934,3.2484,1.051236149,4.299578954,2.295338743,3.4806,0.85453124,5.198874051,1.910179855,0.3487,0.476558821,0.464719363,0.568933854,1.6231,1.72662862,2.264214085,2.656176566,2.0484,1.722805108,3.006569176,2.799480317,1.6174,1.591168514,1.671365951,1.654795649,2.8213,1.428133856,4.189774718,1.901085841,2.5126,1.440777998,2.643950969,2.2885142
232,0.3638,0.598372426,0.46330321,0.640060379,3.2589,1.063235999,4.311219167,2.299820567,3.4962,0.863820329,5.220208932,1.900701892,0.3494,0.476780495,0.456524761,0.581101264,1.6043,1.72270761,2.277343896,2.644041202,2.0477,1.73603707,2.988127934,2.813009304,1.6191,1.606055787,1.637812629,1.637613246,2.8295,1.443478351,4.176414564,1.925114659,2.5166,1.447937996,2.642981145,2.298921124
233,0.3579,0.568337567,0.468502895,0.627547123,3.265,1.051938686,4.312885681,2.280456488,3.4956,0.863470115,5.224784944,1.885767726,0.3474,0.476144138,0.46473265,0.570757703,1.6083,1.712621123,2.274388356,2.633002199,2.0336,1.719090178,2.9576698,2.800320982,1.6084,1.585701561,1.670053103,1.638084448,2.8134,1.455259578,4.18257275,1.905947289,2.5359,1.448002483,2.640749303,2.287312911
234,0.3609,0.58741058,0.469795724,0.641863452,3.2431,1.051095804,4.285036248,2.304614457,3.4836,0.8563475,5.229441996,1.85746463,0.3533,0.477994885,0.4649992,0.5778787,1.6186,1.711646587,2.280652914,2.633154188,2.0247,1.739106066,2.962874867,2.814062317,1.607,1.595352939,1.680148026,1.638736327,2.8099,1.44470135,4.174135694,1.907517389,2.5552,1.429528929,2.673190471,2.275313163
235,0.3567,0.573293215,0.462081837,0.651055862,3.2427,1.060847166,4.310077668,2.282713092,3.4646,0.844598627,5.206311,1.865921702,0.3537,0.478117465,0.46197814,0.580635866,1.5973,1.705617985,2.27144289,2.625239451,1.988,1.72053945,2.924013301,2.798076829,1.6196,1.60283993,1.674190555,1.655697162,2.8067,1.434898989,4.165545537,1.917129831,2.5334,1.457149423,2.695686916,2.278089829
